horse_id,horse_name,birth_date,h_sex,raza,height_m,weight_kg,length_m,max_speed_kmh,h_temperament,h_category,h_career_races,h_days_since_last_race,h_linaje,listing_id,seller_id,l_listing_status,l_asking_price_usd,l_created_at,s_first_name,s_last_name,s_verified,s_disputes,s_num_listings,s_flagged_fraud,s_created_at,s_last_active_at,vet_total_exams,vet_major_issues,vet_avg_confidence,v_exam_date,completeness,vet_score,seller_score,horse_trust_score
H519,Though,2006-04-14,F,Árabe,1.43,392.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),16.0,32.0,No,L5,S53,sold,1513115.0,2025-11-04 19:04:42.930001,Charles,Cox,True,0.0,4.0,False,2024-06-23 15:02:38.435730,2025-02-27 01:21:41.595814,1.0,0.0,0.78,,1.0,1.0,1.0,1.0
H520,Last,2008-01-30,M,Appaloosa,1.42,506.0,2.3,59.0,Activo / Resistente,Rutas y Western,18.0,236.0,Sí,L2,S112,active,1466677.0,2025-12-14 10:27:53.309543,Courtney,Hamilton,True,0.0,5.0,False,2022-08-14 09:39:20.673170,2023-10-05 22:39:01.577817,3.0,0.0,0.9,,1.0,1.0,1.0,1.0
H521,Here,2014-03-07,M,Percherón,1.8,990.0,2.8,30.0,Muy calmado,Tiro pesado,11.0,16.0,Sí,L2,S115,withdrawn,1549875.0,2025-11-15 04:47:19.880342,Pamela,Mosley,True,0.0,16.0,True,2022-12-19 13:21:45.660794,2024-07-23 15:19:04.925916,3.0,0.0,0.8666666666666667,,1.0,1.0,0.7,0.9400000000000001
H522,Glass,1999-03-25,M,Frisón,1.68,754.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,27.0,333.0,Sí,L1,S142,active,1518666.0,2025-04-16 04:36:15.916534,Cheryl,Martinez,False,0.0,18.0,False,2023-01-18 17:16:01.370430,2023-08-22 10:06:10.023797,2.0,0.0,0.885,,1.0,1.0,0.6,0.92
H523,Budget,2004-11-02,F,Appaloosa,1.59,496.0,2.3,55.0,Activo / Resistente,Rutas y Western,20.0,121.0,Desconocido,L3,S7,active,1518503.0,2025-05-04 06:47:30.272410,Jacqueline,Smith,False,1.0,5.0,True,2022-04-07 10:20:43.585676,2025-08-28 02:54:58.937841,3.0,1.0,0.8866666666666667,,1.0,0.6666666666666667,0.27,0.7206666666666668
H524,Write,2012-09-16,F,Pura Raza Española,1.57,523.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,12.0,238.0,Sí,L5,S95,active,1525020.0,2025-07-15 07:18:55.134482,Steve,Schneider,True,0.0,15.0,False,2024-08-04 16:33:55.231354,2025-03-14 19:43:02.440659,1.0,0.0,0.92,,1.0,1.0,1.0,1.0
H525,Buy,2023-06-30,F,Hannoveriano,1.68,618.0,2.5,50.0,Equilibrado,Salto y Doma,14.0,287.0,No,L3,S35,withdrawn,1540706.0,2025-11-08 10:44:04.139669,Kelsey,Ramos,True,1.0,16.0,False,2023-03-11 21:45:38.227854,2023-09-24 07:25:27.910264,3.0,0.0,0.9566666666666668,,1.0,1.0,0.97,0.994
H526,Help,2008-05-23,M,Cuarto de Milla,1.5,591.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,13.0,387.0,No,L0,S147,active,1445267.0,2025-10-10 11:28:32.126026,Danielle,Miller,False,1.0,14.0,False,2025-10-08 20:41:08.494078,2025-12-23 15:58:34.251316,2.0,0.0,0.84,,1.0,1.0,0.5700000000000001,0.914
H527,Identify,1999-05-29,M,Cuarto de Milla,1.44,550.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,10.0,117.0,No,L6,S32,withdrawn,1478132.0,2025-02-22 18:25:33.337633,Bryan,Hoffman,True,1.0,15.0,False,2024-07-15 01:35:26.330235,2025-03-16 05:37:08.762194,1.0,0.0,0.74,,1.0,1.0,0.97,0.994
H528,Eight,1999-01-04,F,Hannoveriano,,640.0,2.5,50.0,Equilibrado,Salto y Doma,26.0,351.0,No,L2,S78,sold,1507891.0,2025-06-12 11:37:12.859098,Ethan,Vaughn,True,0.0,1.0,False,2025-09-25 07:15:45.394233,2025-11-30 19:54:24.940711,2.0,1.0,0.8200000000000001,,0.9090909090909091,0.5,1.0,0.7636363636363637
H529,Street,2001-11-01,M,Percherón,1.79,801.0,2.8,29.0,Muy calmado,Tiro pesado,17.0,383.0,Sí,L2,S188,withdrawn,1455853.0,2025-06-24 01:28:04.510004,Jennifer,Wright,True,1.0,3.0,False,2025-04-03 09:10:30.229121,2025-04-04 07:29:13.988734,2.0,2.0,0.95,,1.0,0.0,0.97,0.5940000000000001
H530,Blue,2016-04-21,M,Frisón,1.67,644.0,2.6,45.0,Manso / Dispuesto,Tiro y Cine,18.0,72.0,Sí,L4,S2,active,1494898.0,2025-12-19 08:11:30.001814,Christopher,Williamson,True,0.0,23.0,False,2024-10-03 16:36:29.417818,2025-01-19 05:14:20.899048,1.0,0.0,0.73,,1.0,1.0,1.0,1.0
H531,Defense,1999-02-21,F,Shetland (Poni),0.87,188.0,1.5,,Testarudo / Fuerte,Niños y Compañía,26.0,361.0,No,L2,S127,active,1555533.0,2025-06-04 02:25:32.854142,Jessica,Brewer,True,0.0,11.0,False,2022-06-19 19:57:18.521609,2025-05-09 22:15:27.852224,1.0,0.0,0.73,,0.9090909090909091,1.0,1.0,0.9636363636363636
H532,Year,2008-07-21,F,Akhal-Teke,1.6,448.0,2.3,60.0,Independiente,Resistencia,12.0,75.0,Sí,L3,S168,active,1548758.0,2025-08-06 16:07:23.769547,Jessica,Coleman,True,0.0,18.0,False,2022-10-20 13:51:39.135748,2023-02-13 03:27:39.667354,3.0,0.0,0.8166666666666668,,1.0,1.0,1.0,1.0
H533,Make,2019-07-04,F,Shetland (Poni),1.04,185.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,11.0,,No,L2,S90,sold,1513354.0,2025-07-03 09:48:22.493487,Janice,Banks,True,0.0,19.0,False,2025-03-18 17:06:36.340456,2025-06-23 10:54:31.910800,2.0,0.0,0.8200000000000001,,0.9090909090909091,1.0,1.0,0.9636363636363636
H534,Its,2022-12-01,M,Appaloosa,1.52,,2.3,60.0,Activo / Resistente,Rutas y Western,13.0,183.0,Desconocido,L4,S86,active,1487918.0,2025-12-19 18:42:42.708820,Betty,Vargas,True,1.0,5.0,False,2023-12-01 06:57:49.954993,2026-02-16 09:15:13.175523,2.0,0.0,0.78,,0.9090909090909091,1.0,0.97,0.9576363636363636
H535,City,2004-07-25,F,Árabe,1.47,,2.2,57.0,Inteligente / Leal,Endurance (Raid),14.0,294.0,No,L3,S57,active,1488196.0,2025-10-08 06:36:24.347476,Stephanie,Randolph,True,0.0,16.0,False,2025-03-09 22:53:15.881846,2025-08-17 12:42:42.624361,3.0,0.0,0.9333333333333332,,0.9090909090909091,1.0,1.0,0.9636363636363636
H536,Popular,2018-11-23,F,Shetland (Poni),1.05,177.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,16.0,13.0,No,L3,S107,withdrawn,1519177.0,2026-01-03 18:56:48.388189,Kimberly,Hayes,False,0.0,22.0,False,2025-06-21 08:48:43.738640,2026-01-16 00:10:34.434353,1.0,0.0,0.9,,1.0,1.0,0.6,0.92
H537,Thus,2005-04-16,M,Pura Sangre Inglés,1.67,462.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,11.0,143.0,No,L3,S108,sold,1485923.0,2025-07-30 01:26:29.193167,James,Rubio,True,1.0,17.0,False,2026-02-13 14:06:14.052186,2026-02-13 16:43:05.622781,3.0,0.0,0.87,,1.0,1.0,0.97,0.994
H538,Science,2009-01-26,M,Árabe,1.48,438.0,2.2,,Inteligente / Leal,Endurance (Raid),17.0,111.0,No,L0,S175,active,1485678.0,2025-08-13 00:42:03.989192,Cindy,Graham,True,0.0,19.0,False,2023-05-28 06:04:52.437253,2024-11-08 19:58:05.420708,3.0,1.0,0.8533333333333334,,0.9090909090909091,0.6666666666666667,1.0,0.8303030303030303
H539,There,2014-05-18,F,Pura Sangre Inglés,1.61,493.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,16.0,385.0,No,L5,S192,active,1461907.0,2025-04-05 15:20:30.755833,Scott,Watson,True,0.0,6.0,False,2024-07-07 11:18:32.441734,2025-05-17 05:52:34.050440,2.0,0.0,0.835,,1.0,1.0,1.0,1.0
H540,Take,2020-02-09,F,Hannoveriano,1.62,650.0,2.5,50.0,Equilibrado,Salto y Doma,11.0,,Sí,L2,S103,sold,1510126.0,2025-12-27 10:12:57.921982,Brittney,Hicks,False,0.0,25.0,False,2023-08-21 15:08:51.548995,2025-10-14 23:02:43.593283,1.0,0.0,0.76,,0.9090909090909091,1.0,0.6,0.8836363636363637
H541,Clearly,2007-11-19,F,Pura Sangre Inglés,1.7,493.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,12.0,167.0,Desconocido,L3,S195,active,1530299.0,2025-04-02 09:43:27.021654,Angela,Donovan,True,0.0,1.0,False,2025-10-03 08:17:42.438805,2025-11-26 08:27:53.296736,3.0,0.0,0.8666666666666667,,1.0,1.0,1.0,1.0
H542,Positive,2008-08-22,F,Pura Sangre Inglés,1.62,499.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,5.0,233.0,Desconocido,L0,S199,active,1540297.0,2025-03-13 18:08:12.747314,Erik,Carlson,True,0.0,12.0,True,2023-10-27 11:58:30.306776,2024-02-08 23:16:35.615539,3.0,0.0,0.8566666666666666,,1.0,1.0,0.7,0.9400000000000001
H543,Yourself,2017-09-21,M,Pura Raza Española,1.58,512.0,2.4,47.0,Noble / Dócil,Doma y Exhibición,14.0,,Sí,L1,S176,active,1552732.0,2025-10-09 12:40:40.105317,Richard,Wilson,False,0.0,23.0,False,2025-10-07 16:59:52.718483,2025-10-15 04:18:13.225917,1.0,0.0,0.85,,0.9090909090909091,1.0,0.6,0.8836363636363637
H544,Cell,1995-08-08,M,Cuarto de Milla,1.55,515.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,13.0,200.0,Sí,L1,S137,active,1538212.0,2025-11-09 17:44:23.297390,Jessica,Jackson,True,1.0,23.0,False,2024-10-17 00:42:54.772249,2025-12-30 15:25:06.547789,2.0,0.0,0.86,,1.0,1.0,0.97,0.994
H545,By,2001-08-22,M,Akhal-Teke,1.52,474.0,2.3,60.0,Independiente,Resistencia,5.0,137.0,Sí,L2,S76,sold,1556418.0,2025-08-12 00:13:26.689369,Suzanne,Payne,True,0.0,22.0,False,2022-08-07 01:14:01.805501,2025-09-24 00:24:36.686574,2.0,0.0,0.85,,1.0,1.0,1.0,1.0
H546,Structure,2020-05-04,M,Percherón,1.63,,2.8,29.0,Muy calmado,Tiro pesado,14.0,33.0,No,L1,S83,active,1456322.0,2026-01-24 12:26:48.062571,Cassandra,Brown,True,1.0,21.0,False,2022-02-25 19:48:29.755104,2022-11-24 23:10:33.450242,2.0,0.0,0.87,,0.9090909090909091,1.0,0.97,0.9576363636363636
H547,Ahead,2018-02-10,F,Shetland (Poni),1.02,185.0,1.5,,Testarudo / Fuerte,Niños y Compañía,15.0,190.0,Sí,L5,S150,active,1502881.0,2025-03-25 07:32:21.695152,Ashley,Smith,True,0.0,10.0,False,2022-03-11 09:43:52.810697,2025-07-09 19:40:16.791082,3.0,0.0,0.82,,0.9090909090909091,1.0,1.0,0.9636363636363636
H548,Talk,2002-03-13,M,Pura Raza Española,1.55,550.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,10.0,88.0,No,L3,S5,active,1428856.0,2025-05-10 05:39:30.707000,Aaron,Hall,True,1.0,23.0,False,2026-01-26 23:08:03.260471,2026-01-27 16:34:38.713163,1.0,0.0,0.93,,1.0,1.0,0.97,0.994
H549,Ball,2013-01-22,F,Appaloosa,1.44,477.0,2.3,60.0,Activo / Resistente,Rutas y Western,13.0,176.0,Sí,L2,S145,sold,1478840.0,2025-03-29 02:30:18.038611,Alexis,Bell,True,2.0,20.0,False,2024-08-06 08:39:36.537466,2025-08-02 15:09:53.906775,1.0,0.0,0.76,,1.0,1.0,0.94,0.988
H550,Shake,2023-02-09,F,Akhal-Teke,1.6,472.0,2.3,60.0,Independiente,Resistencia,11.0,392.0,Desconocido,L1,S8,withdrawn,1547764.0,2025-11-25 02:00:34.520422,Jennifer,Kim,False,0.0,1.0,False,2023-02-08 15:13:29.571579,2023-08-28 13:09:21.330789,3.0,0.0,0.7966666666666667,,1.0,1.0,0.6,0.92
H551,Your,2017-06-28,F,Pura Sangre Inglés,1.64,491.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,26.0,321.0,Desconocido,L4,S35,withdrawn,1510859.0,2026-02-11 01:27:49.335197,Kelsey,Ramos,True,1.0,16.0,False,2023-03-11 21:45:38.227854,2023-09-24 07:25:27.910264,3.0,0.0,0.83,,1.0,1.0,0.97,0.994
H552,Dream,2011-03-07,F,Hannoveriano,1.69,607.0,2.5,,Equilibrado,Salto y Doma,17.0,204.0,Sí,L0,S39,active,1544974.0,2025-09-14 13:00:35.943444,Joyce,Martinez,True,0.0,14.0,False,2024-10-03 15:37:36.797432,2025-11-18 06:10:53.954371,1.0,0.0,0.84,,0.9090909090909091,1.0,1.0,0.9636363636363636
H553,Watch,1995-11-23,F,Akhal-Teke,1.55,452.0,2.3,60.0,Independiente,Resistencia,20.0,235.0,No,L6,S84,active,1522091.0,2025-08-22 15:16:20.241393,Cynthia,Hernandez,False,1.0,10.0,False,2023-08-13 07:12:26.939429,2024-10-02 20:24:35.623291,3.0,0.0,0.97,,1.0,1.0,0.5700000000000001,0.914
H554,Paper,2015-03-24,F,Akhal-Teke,1.55,,2.3,60.0,Independiente,Resistencia,17.0,56.0,Sí,L3,S145,active,1457737.0,2025-11-07 22:26:09.475551,Alexis,Bell,True,2.0,20.0,False,2024-08-06 08:39:36.537466,2025-08-02 15:09:53.906775,3.0,1.0,0.8266666666666667,,0.9090909090909091,0.6666666666666667,0.94,0.8183030303030303
H555,He,2001-12-19,M,Appaloosa,1.44,530.0,2.3,56.0,Activo / Resistente,Rutas y Western,23.0,357.0,No,L2,S161,active,1445133.0,2025-03-28 12:39:07.188599,Amanda,Gomez,False,0.0,21.0,False,2024-11-21 19:36:50.792878,2024-12-29 03:40:12.609121,2.0,0.0,0.835,,1.0,1.0,0.6,0.92
H556,Collection,2014-02-01,F,Cuarto de Milla,1.53,509.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,15.0,389.0,No,L3,S154,sold,1496254.0,2025-07-23 16:17:16.186236,Frank,Delgado,True,0.0,10.0,False,2023-02-03 16:11:46.910299,2026-02-09 12:09:18.237360,3.0,1.0,0.94,,1.0,0.6666666666666667,1.0,0.8666666666666667
H557,Window,1997-09-20,F,Pura Sangre Inglés,1.6,454.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,20.0,34.0,Sí,L1,S155,active,1541535.0,2025-11-06 11:50:53.521939,Roger,Harper,True,1.0,14.0,False,2024-12-17 14:01:24.367575,2025-04-21 20:41:50.016203,3.0,0.0,0.7933333333333333,,1.0,1.0,0.97,0.994
H558,Behavior,2015-02-26,M,Akhal-Teke,1.59,446.0,2.3,60.0,Independiente,Resistencia,17.0,205.0,No,L3,S146,sold,1497254.0,2025-06-23 22:19:35.990553,Megan,Wilson,True,1.0,16.0,False,2022-05-25 06:13:32.570520,2025-05-04 04:52:32.160992,3.0,1.0,0.9166666666666666,,1.0,0.6666666666666667,0.97,0.8606666666666667
H559,Raise,2018-05-30,M,Frisón,1.64,630.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,11.0,10.0,No,L1,S100,sold,1398817.0,2025-06-23 03:34:35.599888,Brandy,Stevenson,True,2.0,23.0,False,2023-08-04 09:14:21.374213,2024-11-30 17:52:45.462120,3.0,0.0,0.85,,1.0,1.0,0.94,0.988
H560,List,2011-08-18,M,Shetland (Poni),0.98,154.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,14.0,190.0,Desconocido,L3,S97,active,1480587.0,2025-03-06 13:00:42.584195,Krista,Greene,True,0.0,24.0,False,2025-01-12 22:12:30.731023,2025-06-14 03:33:29.392487,2.0,0.0,0.9,,1.0,1.0,1.0,1.0
H561,Design,2017-10-09,F,Cuarto de Milla,1.52,536.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,9.0,398.0,Desconocido,L1,S52,active,1475510.0,2025-03-18 16:59:14.631953,Mary,Foster,False,2.0,20.0,False,2024-04-24 15:12:53.420370,2025-11-06 12:32:47.144984,2.0,1.0,0.8300000000000001,,1.0,0.5,0.54,0.7080000000000001
H562,Other,2010-02-19,M,Frisón,1.65,736.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,16.0,76.0,No,L2,S100,active,1488135.0,2025-10-11 19:27:59.607779,Brandy,Stevenson,True,2.0,23.0,False,2023-08-04 09:14:21.374213,2024-11-30 17:52:45.462120,2.0,0.0,0.945,,1.0,1.0,0.94,0.988
H563,Military,2010-11-29,M,Appaloosa,1.46,543.0,2.3,60.0,Activo / Resistente,Rutas y Western,20.0,198.0,Desconocido,L7,S16,sold,1484516.0,2025-09-29 14:29:33.172363,Nathaniel,Mann,True,1.0,7.0,False,2025-08-29 11:29:05.384061,2025-12-07 00:18:33.295196,1.0,0.0,0.85,,1.0,1.0,0.97,0.994
H564,Response,2022-06-13,M,Pura Sangre Inglés,1.61,450.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,13.0,300.0,No,L3,S136,active,1539417.0,2025-08-24 17:29:03.363605,Kimberly,Davenport,False,0.0,1.0,False,2022-07-30 14:24:06.240389,2024-08-20 15:57:04.412365,1.0,0.0,1.0,,1.0,1.0,0.6,0.92
H565,Record,2006-08-25,M,Appaloosa,1.46,545.0,2.3,60.0,Activo / Resistente,Rutas y Western,19.0,378.0,Sí,L1,S98,sold,1478761.0,2025-03-11 08:27:25.475266,Christopher,Miller,True,0.0,21.0,False,2025-11-21 22:55:22.125656,2025-12-13 00:29:20.269746,3.0,0.0,0.7666666666666666,,1.0,1.0,1.0,1.0
H566,Serious,2022-08-14,M,Frisón,1.62,656.0,2.6,44.0,Manso / Dispuesto,Tiro y Cine,19.0,,Sí,L5,S48,active,1490765.0,2025-07-30 03:39:17.934496,Michael,Davis,True,0.0,5.0,False,2025-05-25 02:50:41.360546,2026-02-12 21:26:29.805599,1.0,0.0,0.99,,0.9090909090909091,1.0,1.0,0.9636363636363636
H567,Treat,2009-03-13,M,Árabe,1.49,420.0,2.2,58.0,Inteligente / Leal,Endurance (Raid),15.0,,No,L4,S121,withdrawn,1516344.0,2025-08-07 02:25:47.245391,Jennifer,Fields,True,1.0,5.0,False,2025-07-31 10:27:27.848232,2025-12-25 20:20:24.397033,1.0,0.0,0.94,,0.9090909090909091,1.0,0.97,0.9576363636363636
H568,College,2010-02-02,M,Akhal-Teke,1.52,457.0,2.3,,Independiente,Resistencia,13.0,256.0,Desconocido,L2,S27,sold,1461449.0,2025-02-24 19:43:01.077483,Julia,Kim,True,0.0,21.0,False,2022-10-14 17:38:46.151055,2023-07-26 21:15:11.438454,1.0,0.0,0.84,,0.9090909090909091,1.0,1.0,0.9636363636363636
H569,Discussion,2004-11-26,M,Pura Raza Española,1.51,539.0,2.4,45.0,Noble / Dócil,Doma y Exhibición,14.0,106.0,Sí,L7,S84,active,1525025.0,2025-10-05 12:33:00.131269,Cynthia,Hernandez,False,1.0,10.0,False,2023-08-13 07:12:26.939429,2024-10-02 20:24:35.623291,3.0,0.0,0.8666666666666667,,1.0,1.0,0.5700000000000001,0.914
H570,Article,2004-05-29,F,Percherón,1.74,839.0,2.8,29.0,Muy calmado,Tiro pesado,14.0,297.0,Sí,L4,S145,sold,1548923.0,2025-04-05 06:23:08.124718,Alexis,Bell,True,2.0,20.0,False,2024-08-06 08:39:36.537466,2025-08-02 15:09:53.906775,3.0,0.0,0.8666666666666667,,1.0,1.0,0.94,0.988
H571,Hard,1999-08-22,M,Pura Raza Española,1.53,,2.4,46.0,Noble / Dócil,Doma y Exhibición,12.0,371.0,No,L3,S115,withdrawn,1497519.0,2025-05-31 06:13:04.495099,Pamela,Mosley,True,0.0,16.0,True,2022-12-19 13:21:45.660794,2024-07-23 15:19:04.925916,3.0,2.0,0.8833333333333333,,0.9090909090909091,0.33333333333333337,0.7,0.636969696969697
H572,Issue,2004-11-07,F,Frisón,1.61,787.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,12.0,252.0,No,L5,S163,active,1478826.0,2026-01-31 20:32:32.419337,Leslie,Sanchez,True,0.0,4.0,False,2022-08-09 00:22:46.980873,2026-01-26 21:46:35.748704,1.0,1.0,0.8,,1.0,0.0,1.0,0.6000000000000001
H573,Respond,2019-06-06,M,Pura Raza Española,1.52,538.0,2.4,45.0,Noble / Dócil,Doma y Exhibición,16.0,150.0,Desconocido,L2,S77,active,1527916.0,2025-02-22 03:15:05.966055,Nicholas,Phillips,True,0.0,24.0,False,2023-12-30 00:23:12.326905,2024-09-28 13:13:55.062015,1.0,0.0,0.77,,1.0,1.0,1.0,1.0
H574,Technology,2006-09-04,F,Árabe,1.47,,2.2,55.0,Inteligente / Leal,Endurance (Raid),16.0,379.0,Sí,L0,S23,sold,1505735.0,2025-03-19 02:45:28.788054,Pamela,Stanley,True,0.0,16.0,False,2024-01-20 19:58:38.073766,2025-09-14 14:46:58.774561,3.0,0.0,0.8666666666666667,,0.9090909090909091,1.0,1.0,0.9636363636363636
H575,Thought,2004-01-01,F,Pura Sangre Inglés,,463.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,14.0,25.0,No,L2,S43,active,1511768.0,2025-04-24 00:35:39.670572,Victor,Hull,True,0.0,17.0,True,2022-03-12 19:54:34.906465,2023-08-22 21:03:17.524272,3.0,0.0,0.7399999999999999,,0.9090909090909091,1.0,0.7,0.9036363636363637
H576,Foreign,2013-09-17,F,Appaloosa,1.53,469.0,2.3,57.0,Activo / Resistente,Rutas y Western,15.0,,Sí,L3,S26,sold,1544695.0,2025-04-25 14:44:16.265412,Nancy,Durham,True,0.0,16.0,False,2025-10-20 19:59:06.863806,2026-02-06 23:02:43.513570,3.0,2.0,0.8233333333333333,,0.9090909090909091,0.33333333333333337,1.0,0.696969696969697
H577,They,2017-05-21,M,Shetland (Poni),0.89,182.0,1.5,,Testarudo / Fuerte,Niños y Compañía,14.0,53.0,Sí,L4,S172,active,1518024.0,2025-11-03 05:31:03.153753,Anthony,Guzman,True,0.0,22.0,False,2024-03-02 19:44:19.350926,2024-12-14 19:19:35.910795,1.0,0.0,0.76,,0.9090909090909091,1.0,1.0,0.9636363636363636
H578,For,2011-08-09,M,Appaloosa,1.57,528.0,2.3,60.0,Activo / Resistente,Rutas y Western,16.0,91.0,No,L3,S141,active,1434781.0,2026-01-11 03:20:08.206412,Raymond,Diaz,True,0.0,17.0,False,2023-01-30 09:56:01.012915,2024-08-16 12:17:56.600408,1.0,0.0,0.78,,1.0,1.0,1.0,1.0
H579,Cause,2007-03-19,M,Árabe,1.46,422.0,2.2,60.0,Inteligente / Leal,Endurance (Raid),16.0,81.0,No,L4,S45,active,1519289.0,2025-07-28 00:25:13.222528,Jason,Evans,True,0.0,18.0,False,2023-12-03 07:08:40.078673,2025-01-05 12:33:51.786307,1.0,0.0,0.71,,1.0,1.0,1.0,1.0
H580,Who,2012-04-06,M,Percherón,,859.0,2.8,25.0,Muy calmado,Tiro pesado,19.0,142.0,Sí,L2,S8,active,1460753.0,2025-10-31 22:09:59.509168,Jennifer,Kim,False,0.0,1.0,False,2023-02-08 15:13:29.571579,2023-08-28 13:09:21.330789,2.0,2.0,0.97,,0.9090909090909091,0.0,0.6,0.48363636363636364
H581,Rise,2001-05-04,F,Pura Sangre Inglés,1.64,479.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,24.0,,Sí,L2,S176,sold,1502907.0,2026-01-30 05:23:19.259753,Richard,Wilson,False,0.0,23.0,False,2025-10-07 16:59:52.718483,2025-10-15 04:18:13.225917,3.0,0.0,0.7833333333333333,,0.9090909090909091,1.0,0.6,0.8836363636363637
H582,Receive,2004-11-01,F,Pura Raza Española,1.58,516.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,11.0,285.0,No,L4,S154,active,1553031.0,2025-04-24 12:23:08.161731,Frank,Delgado,True,0.0,10.0,False,2023-02-03 16:11:46.910299,2026-02-09 12:09:18.237360,1.0,1.0,0.75,,1.0,0.0,1.0,0.6000000000000001
H583,Compare,2018-02-14,M,Frisón,1.65,696.0,2.6,,Manso / Dispuesto,Tiro y Cine,13.0,271.0,No,L1,S125,active,1462539.0,2026-02-07 10:48:54.362652,Donald,Copeland,True,1.0,3.0,False,2025-02-22 01:12:33.730798,2026-01-21 15:25:04.012141,3.0,0.0,0.7866666666666666,,0.9090909090909091,1.0,0.97,0.9576363636363636
H584,Foreign,2016-02-29,F,Pura Raza Española,1.59,500.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,15.0,78.0,No,L4,S6,active,1501366.0,2025-12-09 12:46:38.570206,Timothy,Arnold,True,1.0,13.0,False,2024-06-10 20:24:58.812812,2025-10-11 13:07:58.703906,3.0,0.0,0.7966666666666665,,1.0,1.0,0.97,0.994
H585,System,2007-04-13,F,Hannoveriano,1.62,611.0,2.5,50.0,Equilibrado,Salto y Doma,12.0,87.0,Sí,L2,S47,active,1542919.0,2025-06-13 14:32:56.491709,Diana,James,True,0.0,25.0,False,2024-06-04 10:37:49.029204,2024-06-30 20:44:08.328087,3.0,2.0,0.9133333333333332,,1.0,0.33333333333333337,1.0,0.7333333333333334
H586,Show,2012-10-14,F,Cuarto de Milla,1.54,561.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,19.0,352.0,No,L7,S50,sold,1557745.0,2025-03-11 02:07:27.014489,Evan,Freeman,True,0.0,15.0,False,2022-10-25 03:36:34.726153,2023-05-17 16:52:03.763439,2.0,1.0,0.885,,1.0,0.5,1.0,0.8
H587,She,2006-04-28,F,Hannoveriano,1.6,602.0,2.5,50.0,Equilibrado,Salto y Doma,13.0,72.0,No,L2,S17,active,1488241.0,2025-02-24 23:34:04.520477,Aaron,Spencer,True,0.0,13.0,False,2022-11-28 04:31:28.993944,2022-12-01 15:09:32.375600,3.0,1.0,0.91,,1.0,0.6666666666666667,1.0,0.8666666666666667
H588,Else,1997-04-12,M,Árabe,1.49,368.0,2.2,55.0,Inteligente / Leal,Endurance (Raid),18.0,92.0,Sí,L2,S98,sold,1486594.0,2026-01-09 01:42:35.790545,Christopher,Miller,True,0.0,21.0,False,2025-11-21 22:55:22.125656,2025-12-13 00:29:20.269746,2.0,1.0,0.96,,1.0,0.5,1.0,0.8
H589,Tell,2003-11-26,F,Árabe,1.46,422.0,2.2,60.0,Inteligente / Leal,Endurance (Raid),14.0,16.0,Desconocido,L2,S72,sold,1411777.0,2025-03-25 01:13:42.899093,Jeremiah,Morgan,False,0.0,25.0,True,2022-09-26 16:05:15.426154,2024-11-14 06:30:42.321780,1.0,0.0,0.74,,1.0,1.0,0.3,0.8600000000000001
H590,Front,2022-10-12,F,Akhal-Teke,1.56,,2.3,60.0,Independiente,Resistencia,11.0,253.0,Sí,L2,S52,active,1456593.0,2025-12-05 11:48:37.549252,Mary,Foster,False,2.0,20.0,False,2024-04-24 15:12:53.420370,2025-11-06 12:32:47.144984,1.0,1.0,0.84,,0.9090909090909091,0.0,0.54,0.47163636363636363
H591,Hospital,2007-01-13,M,Frisón,1.66,730.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,11.0,,No,L3,S59,active,1444895.0,2025-06-21 20:24:36.397386,Curtis,Foster,True,0.0,4.0,False,2024-06-30 09:45:31.043953,2025-03-31 10:45:11.327427,1.0,1.0,0.94,,0.9090909090909091,0.0,1.0,0.5636363636363637
