horse_id,birth_date,h_sex,raza,height_m,weight_kg,length_m,max_speed_kmh,h_temperament,h_category,h_career_races,h_career_top3_rate,h_days_since_last_race,h_linaje,h_birth_country,h_current_country,listing_id,seller_id,l_listing_status,l_asking_price_usd,l_price_vs_market_ratio,l_anomaly_score,l_verified_listing,l_created_at,s_first_name,s_last_name,s_verified,s_disputes,s_success_rate,s_num_listings,s_flagged_fraud,s_created_at,s_last_active_at,vet_total_exams,vet_major_issues,vet_avg_confidence
H550,2014-04-19,F,Pura Raza Española,1.52,510.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,20,0.41,146.0,No,EEUU,Alemania,L927,S190,active,1446176,1.07,0.65,True,2026-01-29 06:28:48.119138,Christopher,Flowers,True,0,0.67,4,False,2023-01-17 20:12:13.895604,2023-06-26 07:43:13.623024,3,2,0.84
H551,2005-01-16,F,Appaloosa,1.58,,2.3,58.0,Activo / Resistente,Rutas y Western,22,0.51,175.0,Sí,España,Chile,L915,S189,active,1473700,0.81,0.04,True,2025-06-08 16:20:11.153612,Kevin,Holder,True,0,0.88,21,False,2024-12-04 08:45:42.236010,2025-12-09 08:44:14.279069,2,0,0.855
H552,1998-11-21,M,Pura Raza Española,1.58,509.0,2.4,45.0,Noble / Dócil,Doma y Exhibición,19,0.15,369.0,No,Qatar,Perú,L446,S95,withdrawn,1546455,0.7,0.6,True,2025-06-12 16:07:33.651511,Elizabeth,Sanchez,True,0,0.72,1,False,2023-08-04 00:00:06.163686,2026-02-09 00:56:54.502017,2,0,0.895
H553,2014-07-22,M,Shetland (Poni),0.96,178.0,1.5,,Testarudo / Fuerte,Niños y Compañía,13,0.29,381.0,Desconocido,Portugal,EEUU,L157,S33,active,1475465,1.53,0.76,True,2025-11-25 18:15:05.125548,Anne,Bowen,True,0,0.66,25,False,2025-09-28 21:31:59.938966,2026-02-05 10:40:49.429379,3,0,0.82
H554,2002-02-20,F,Pura Sangre Inglés,1.68,497.0,2.4,,Nervioso / Atlético,Carreras y Salto,14,0.14,315.0,Sí,Chile,Perú,L681,S142,active,1451812,0.7,0.71,True,2025-03-28 16:17:13.542666,Christopher,Moore,True,2,0.86,8,False,2025-05-02 16:04:58.179348,2025-12-31 10:15:08.773199,1,1,0.82
H555,2013-08-09,F,Árabe,1.41,376.0,2.2,56.0,Inteligente / Leal,Endurance (Raid),17,0.33,213.0,Sí,Portugal,España,L62,S15,active,1481589,1.59,0.83,True,2025-02-17 11:38:00.356414,Teresa,Hubbard,True,0,0.66,24,False,2024-04-03 19:47:29.520758,2025-01-12 05:42:47.368789,1,0,0.78
H556,2015-02-01,F,Akhal-Teke,1.57,478.0,2.3,60.0,Independiente,Resistencia,19,0.29,357.0,No,Argentina,España,L721,S150,sold,1523757,1.38,0.3,True,2025-06-06 02:29:55.253118,Katherine,Perry,True,0,0.9,20,False,2024-10-26 22:28:55.505767,2026-01-03 14:04:25.942920,1,0,0.92
H557,2011-05-05,F,Pura Raza Española,1.54,524.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,15,0.26,314.0,No,Brasil,Argentina,L686,S143,sold,1453109,1.32,0.7,True,2025-05-24 14:53:55.316656,Keith,Moore,False,0,0.65,5,False,2025-02-14 20:48:18.342973,2025-04-06 09:27:12.761038,3,0,0.82
H558,2018-03-30,F,Shetland (Poni),0.74,182.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,18,0.31,244.0,No,Portugal,Turquía,L687,S143,sold,1545875,0.85,0.31,True,2025-03-21 16:08:34.873687,Keith,Moore,False,0,0.65,5,False,2025-02-14 20:48:18.342973,2025-04-06 09:27:12.761038,1,1,0.72
H559,2017-08-25,M,Appaloosa,1.46,505.0,2.3,55.0,Activo / Resistente,Rutas y Western,15,0.64,,Sí,Portugal,México,L385,S84,sold,1521153,0.87,0.64,False,2025-10-31 21:21:35.802039,Brandon,Vazquez,True,2,0.69,4,False,2026-02-08 18:19:58.242026,2026-02-09 12:02:26.944336,2,1,0.83
H560,2009-08-29,F,Hannoveriano,1.66,635.0,2.5,50.0,Equilibrado,Salto y Doma,10,0.15,30.0,No,Australia,Brasil,L839,S171,active,1479895,1.06,0.15,True,2025-04-27 00:12:29.904848,Kimberly,Green,True,0,0.94,17,False,2022-12-21 14:14:14.060271,2024-09-14 09:58:25.516215,2,0,0.755
H561,2001-09-21,F,Frisón,1.64,749.0,2.6,40.0,Manso / Dispuesto,Tiro y Cine,8,0.56,15.0,Sí,Qatar,Reino Unido,L145,S31,active,1545864,1.36,0.2,False,2025-03-31 14:43:38.308621,Jessica,Silva,True,0,0.78,4,False,2024-08-31 02:07:58.247899,2025-12-24 22:46:56.612489,3,0,0.8366666666666666
H562,1996-07-02,M,Árabe,,440.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),14,0.29,377.0,No,Qatar,Perú,L497,S105,sold,1572797,1.1,0.01,True,2025-06-11 22:24:02.386111,Jessica,Smith,True,0,0.84,6,False,2022-12-27 19:13:59.197795,2023-05-14 07:50:27.091787,3,0,0.8833333333333333
H563,2022-12-08,M,Pura Raza Española,1.52,505.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,15,0.69,139.0,Desconocido,España,,L416,S90,active,1503932,1.07,0.36,True,2025-07-10 11:42:04.951234,Angela,Lane,True,2,0.73,2,False,2024-04-14 05:32:08.501453,2024-06-29 16:58:30.373355,3,0,0.77
H564,2011-03-01,F,Appaloosa,1.42,471.0,2.3,60.0,Activo / Resistente,Rutas y Western,9,0.39,361.0,No,Turquía,México,L835,S170,active,1477536,1.8,0.73,True,2025-03-27 03:14:19.535352,Melissa,Gaines,True,0,0.67,24,False,2025-07-25 04:57:02.079470,2025-10-25 05:33:01.702658,2,0,0.87
H565,2004-06-07,F,Shetland (Poni),0.98,194.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,11,0.51,,Sí,Portugal,Alemania,L937,S192,active,1524400,1.4,0.02,True,2025-08-14 00:02:43.104922,Lauren,Ray,False,2,0.71,24,False,2022-10-31 04:25:11.251037,2025-10-06 00:10:35.144901,3,1,0.8366666666666666
H566,1998-03-03,M,Hannoveriano,1.67,612.0,2.5,50.0,Equilibrado,Salto y Doma,17,0.62,114.0,No,Portugal,Arabia Saudita,L512,S108,sold,1430437,0.99,0.82,True,2025-08-02 12:05:11.613650,Anthony,Cunningham,True,1,0.75,7,False,2022-05-10 05:42:47.044089,2023-01-06 20:44:08.774899,3,0,0.82
H567,2011-03-09,M,Frisón,1.61,797.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,14,0.19,223.0,Sí,Reino Unido,,L902,S184,active,1474791,0.9,0.6,True,2025-11-03 19:39:41.446023,Donald,Ferguson,True,0,0.63,25,False,2023-05-28 09:04:13.482865,2025-01-24 07:06:52.736849,3,1,0.7766666666666667
H568,2009-07-27,M,Percherón,1.77,949.0,2.8,26.0,Muy calmado,Tiro pesado,12,,298.0,Desconocido,Chile,Francia,L51,S13,active,1459072,1.54,0.98,True,2025-05-17 12:41:15.382347,Arthur,Gonzales,True,0,0.89,6,False,2023-05-24 11:34:57.917895,2023-07-05 14:41:07.244353,2,0,0.85
H569,2018-07-17,F,Pura Raza Española,1.6,531.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,10,0.45,381.0,No,México,Francia,L330,S73,sold,1392608,1.46,0.49,True,2025-08-07 03:57:40.865614,Craig,Fields,True,0,0.79,22,False,2024-10-08 19:23:55.415276,2025-01-06 21:30:26.449671,1,0,0.71
H570,2013-05-06,F,Percherón,1.65,815.0,2.8,29.0,Muy calmado,Tiro pesado,9,0.11,302.0,Sí,Italia,Perú,L735,S153,active,1490466,0.68,0.97,True,2025-04-24 10:52:30.806057,Tiffany,Sampson,False,0,0.75,16,False,2024-06-11 03:41:32.544203,2025-06-27 05:35:29.684697,1,0,0.75
H571,2011-08-24,F,Frisón,,765.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,7,0.37,230.0,Sí,México,EEUU,L354,S79,active,1519846,0.82,0.52,True,2026-01-24 13:51:25.258005,Shelly,Torres,False,1,0.94,6,False,2023-06-01 03:21:39.555382,2025-12-08 17:42:12.109932,1,0,0.92
H572,2011-12-31,M,Percherón,1.7,950.0,2.8,30.0,Muy calmado,Tiro pesado,16,0.3,315.0,Desconocido,Qatar,Portugal,L417,S90,active,1497886,1.47,0.21,True,2025-11-28 19:13:31.261718,Angela,Lane,True,2,0.73,2,False,2024-04-14 05:32:08.501453,2024-06-29 16:58:30.373355,3,0,0.8733333333333334
H573,2020-09-20,F,Akhal-Teke,1.58,463.0,2.3,60.0,Independiente,Resistencia,16,,191.0,No,Reino Unido,EEUU,L120,S26,sold,1515062,1.44,0.57,True,2025-12-15 15:09:41.399898,Audrey,Cook,True,3,0.95,17,False,2022-09-25 16:01:52.544809,2024-08-26 22:44:09.465748,1,0,0.83
H574,2000-02-25,F,Akhal-Teke,,432.0,2.3,60.0,Independiente,Resistencia,14,0.19,258.0,Sí,Brasil,Turquía,L705,S147,sold,1519395,1.47,0.15,True,2025-11-04 03:44:09.966591,Robert,Mendoza,False,0,0.61,10,False,2023-02-03 07:35:50.763686,2025-06-04 19:56:29.632586,2,1,0.88
H575,2002-06-05,M,Akhal-Teke,1.6,442.0,2.3,60.0,Independiente,Resistencia,20,0.63,189.0,No,Reino Unido,Australia,L623,S129,active,1472926,0.68,0.26,True,2025-09-17 17:51:00.211550,Cheryl,French,True,1,0.93,1,False,2024-10-31 07:33:56.725428,2025-07-24 23:45:15.686520,1,1,0.92
H576,2014-03-21,F,Pura Sangre Inglés,1.61,464.0,2.4,,Nervioso / Atlético,Carreras y Salto,11,0.17,121.0,No,Colombia,Argentina,L241,S54,active,1418578,0.84,0.18,False,2025-11-08 22:57:10.412966,Connor,Harmon,True,1,0.79,1,False,2025-09-24 23:47:17.759844,2026-01-31 01:59:09.246710,1,1,0.86
H577,2008-08-24,F,Pura Sangre Inglés,1.69,494.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,14,0.62,,No,Francia,Qatar,L190,S39,withdrawn,1486915,1.54,0.53,True,2025-06-25 13:22:01.500709,Brandi,Yoder,True,0,0.81,7,False,2024-02-08 13:21:13.049922,2025-10-17 03:50:07.715225,1,0,0.89
H578,2004-02-09,M,Percherón,1.79,1000.0,2.8,29.0,Muy calmado,Tiro pesado,15,0.47,59.0,Desconocido,Francia,,L822,S168,sold,1484918,1.69,0.62,True,2025-08-09 19:14:42.824588,Samantha,Brown,True,0,0.71,8,False,2025-07-15 09:05:07.219568,2025-08-12 00:29:48.354565,3,0,0.8966666666666666
H579,2008-04-22,M,Cuarto de Milla,1.57,546.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,12,0.19,156.0,No,Australia,Turquía,L595,S123,active,1607386,1.58,0.02,False,2025-04-03 00:01:17.871241,Kenneth,Rodriguez,True,1,0.82,25,False,2024-10-27 02:24:05.504049,2025-05-06 01:28:58.278344,2,0,0.7949999999999999
H580,2019-02-23,F,Cuarto de Milla,1.47,517.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,10,0.17,110.0,No,Brasil,Alemania,L257,S57,active,1458445,1.74,0.53,True,2025-12-24 07:00:05.537071,Steve,Jackson,False,0,0.74,15,False,2024-08-12 07:14:22.403693,2024-09-01 23:11:19.208100,2,1,0.85
H581,2005-03-23,F,Hannoveriano,1.63,610.0,2.5,50.0,Equilibrado,Salto y Doma,11,,197.0,No,Brasil,Argentina,L128,S27,sold,1459901,0.8,0.34,True,2025-03-26 12:30:38.141229,Olivia,Walsh,True,0,0.93,22,False,2025-03-09 04:02:26.207481,2025-04-16 11:42:23.251538,2,1,0.8300000000000001
H582,2016-01-20,F,Hannoveriano,1.68,608.0,2.5,50.0,Equilibrado,Salto y Doma,15,0.58,218.0,Desconocido,Qatar,Australia,L409,S89,active,1480826,1.79,0.45,True,2025-03-30 12:44:10.667624,Aaron,Sawyer,True,0,0.88,9,False,2023-11-09 16:53:21.267379,2025-01-28 23:57:32.716214,1,0,0.98
H583,2001-08-09,M,Pura Raza Española,1.58,545.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,15,,50.0,Sí,Chile,Reino Unido,L682,S142,sold,1520216,1.06,0.62,True,2026-01-15 20:11:59.636796,Christopher,Moore,True,2,0.86,8,False,2025-05-02 16:04:58.179348,2025-12-31 10:15:08.773199,2,1,0.7949999999999999
H584,2022-07-11,M,Frisón,1.67,764.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,20,0.64,36.0,Desconocido,Australia,México,L439,S94,active,1546586,1.06,0.38,True,2025-05-13 11:23:33.575457,Stacie,Turner,True,0,0.82,13,False,2022-07-29 19:03:11.614658,2025-07-09 21:46:50.173280,3,1,0.8133333333333334
H585,2009-03-28,F,Frisón,1.67,680.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,15,0.1,150.0,Desconocido,Portugal,Chile,L139,S29,active,1473702,0.91,0.74,True,2025-05-06 01:17:08.059729,Joseph,Rodriguez,True,0,0.7,6,False,2024-06-02 14:35:44.044847,2025-03-07 00:55:02.059283,2,0,0.86
H586,2011-09-19,F,Percherón,1.74,1000.0,2.8,30.0,Muy calmado,Tiro pesado,13,0.34,,Desconocido,Italia,Francia,L954,S195,active,1542111,0.85,0.41,True,2025-11-14 19:41:44.068704,Nicole,Martin,True,1,0.81,14,False,2023-06-16 10:00:01.654387,2023-11-03 23:53:43.658996,2,1,0.975
H587,2003-08-27,M,Appaloosa,1.5,519.0,2.3,57.0,Activo / Resistente,Rutas y Western,15,0.23,268.0,No,Australia,Colombia,L317,S71,active,1490350,1.35,0.89,True,2025-12-17 17:54:10.819919,Mark,Robles,True,0,0.73,6,False,2024-03-16 08:49:07.602986,2025-10-12 19:40:44.954195,2,1,0.7949999999999999
H588,2022-06-28,F,Árabe,1.42,449.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),14,0.54,265.0,Sí,Francia,Argentina,L700,S146,active,1481262,0.66,0.65,True,2025-11-22 16:38:50.067067,Caleb,Anderson,True,0,0.87,6,False,2025-03-15 09:38:26.253205,2025-10-16 19:18:58.112675,1,0,0.84
H589,2018-04-29,M,Akhal-Teke,1.5,461.0,2.3,,Independiente,Resistencia,13,0.66,236.0,Sí,Alemania,Qatar,L258,S57,active,1505428,0.8,0.63,True,2025-11-27 01:57:21.350497,Steve,Jackson,False,0,0.74,15,False,2024-08-12 07:14:22.403693,2024-09-01 23:11:19.208100,1,0,0.76
H590,2015-07-11,M,Pura Raza Española,1.54,518.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,14,0.57,373.0,No,Portugal,,L517,S109,sold,1510450,1.11,0.82,False,2025-11-27 05:22:33.043412,Trevor,Velez,True,0,0.94,24,False,2023-03-30 13:59:27.424159,2025-10-10 22:09:46.610792,1,0,0.83
H591,2006-11-02,F,Appaloosa,,474.0,2.3,57.0,Activo / Resistente,Rutas y Western,19,0.37,82.0,No,Brasil,Italia,L688,S143,active,1513253,0.95,0.23,True,2025-06-26 13:30:03.254980,Keith,Moore,False,0,0.65,5,False,2025-02-14 20:48:18.342973,2025-04-06 09:27:12.761038,2,2,0.905
H592,2020-12-20,M,Cuarto de Milla,1.5,557.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,21,0.15,353.0,No,Australia,Chile,L960,S196,active,1426557,1.63,0.18,True,2025-07-04 13:32:07.171847,Ashley,Newton,True,1,0.61,8,False,2023-02-14 14:29:50.660909,2024-02-19 15:56:06.193156,2,0,0.84
H593,2015-12-27,F,Akhal-Teke,1.6,464.0,2.3,60.0,Independiente,Resistencia,17,0.66,257.0,No,Brasil,Reino Unido,L767,S159,withdrawn,1526127,1.0,0.04,True,2025-07-10 17:17:20.299706,Micheal,Smith,True,0,0.81,13,False,2024-03-28 14:31:55.432667,2025-12-02 17:59:18.809181,2,0,0.8899999999999999
H594,2008-10-29,F,Árabe,1.47,366.0,2.2,60.0,Inteligente / Leal,Endurance (Raid),21,0.41,277.0,Sí,EEUU,Qatar,L755,S157,active,1583230,0.79,0.48,True,2025-10-03 19:46:59.269171,Samuel,Price,True,1,0.81,11,False,2022-05-13 07:17:46.975940,2025-06-13 01:28:24.277497,1,1,0.7
H595,2002-11-21,M,Percherón,1.79,894.0,2.8,25.0,Muy calmado,Tiro pesado,16,0.46,216.0,Sí,Argentina,México,L848,S172,active,1526187,1.26,0.3,True,2025-09-20 18:59:26.609854,Brian,Marshall,True,0,0.89,10,False,2024-10-05 14:16:38.586583,2024-10-08 13:53:08.568256,2,0,0.88
H596,2011-11-11,M,Pura Sangre Inglés,1.64,473.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,15,0.28,255.0,Sí,Portugal,Portugal,L795,S164,active,1487503,1.67,0.99,True,2025-03-09 16:25:55.732638,Brett,Taylor,True,1,0.85,15,False,2026-02-02 10:30:19.435897,2026-02-03 22:00:41.364636,3,1,0.8666666666666667
H597,2016-08-19,F,Shetland (Poni),1.06,163.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,18,0.21,385.0,No,España,Argentina,L683,S142,active,1507833,0.93,0.88,True,2025-04-13 12:27:39.782879,Christopher,Moore,True,2,0.86,8,False,2025-05-02 16:04:58.179348,2025-12-31 10:15:08.773199,1,0,0.94
H598,2015-03-18,F,Cuarto de Milla,1.51,572.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17,,179.0,No,Turquía,Portugal,L20,S6,active,1467795,1.29,0.43,True,2025-10-14 18:44:39.206815,Meredith,Herrera,True,1,0.72,5,False,2025-09-27 14:33:12.095431,2025-12-12 23:21:17.704088,2,1,0.96
H599,2019-07-08,F,Árabe,1.48,435.0,2.2,58.0,Inteligente / Leal,Endurance (Raid),8,0.19,379.0,Sí,Brasil,Chile,L747,S155,active,1520254,1.4,0.84,True,2025-02-19 14:12:45.300492,Michael,Gregory,True,0,0.86,21,False,2025-07-04 15:27:14.667475,2025-08-18 18:57:54.723197,2,0,0.9199999999999999
H600,2005-05-18,M,Hannoveriano,1.7,628.0,2.5,,Equilibrado,Salto y Doma,18,0.54,337.0,Sí,Reino Unido,Alemania,L823,S168,sold,1486015,1.79,0.16,True,2025-11-17 13:52:31.783724,Samantha,Brown,True,0,0.71,8,False,2025-07-15 09:05:07.219568,2025-08-12 00:29:48.354565,3,1,0.7466666666666667
H601,2021-07-17,F,Shetland (Poni),0.92,157.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,12,0.49,50.0,Sí,Francia,,L874,S177,active,1559844,1.12,0.16,True,2025-05-22 20:44:07.740712,Tony,Hawkins,False,0,0.62,16,False,2025-06-10 13:29:17.395228,2025-09-19 03:16:02.020718,2,0,0.79
H602,2015-02-21,M,Hannoveriano,1.61,634.0,2.5,50.0,Equilibrado,Salto y Doma,18,0.21,,Sí,EEUU,Arabia Saudita,L303,S68,sold,1476282,1.02,0.81,True,2025-06-10 04:36:13.786511,Justin,Wright,True,1,0.86,3,True,2022-09-23 17:14:23.639339,2023-05-09 20:43:14.586988,1,0,0.83
H603,2021-08-25,F,Shetland (Poni),0.86,152.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,11,0.39,18.0,Sí,Reino Unido,Brasil,L25,S7,active,1483783,1.71,0.89,True,2025-08-08 19:42:34.567740,Cassie,Rosario,True,2,0.64,13,False,2024-04-27 15:16:34.086354,2024-10-15 00:50:37.823766,2,0,0.855
H604,1997-02-10,F,Pura Sangre Inglés,1.63,457.0,2.4,,Nervioso / Atlético,Carreras y Salto,9,0.69,284.0,Sí,Portugal,Reino Unido,L219,S46,active,1518101,0.79,0.7,True,2025-10-27 20:59:38.315649,Deborah,Stephens,True,1,0.79,24,False,2022-09-11 11:37:42.495071,2023-01-29 22:17:35.284249,2,0,0.93
H605,2002-05-07,F,Akhal-Teke,1.6,,2.3,60.0,Independiente,Resistencia,18,0.2,321.0,Desconocido,Reino Unido,Alemania,L306,S69,sold,1504502,1.25,0.4,True,2025-07-14 11:49:39.225717,Leslie,James,True,0,0.8,4,False,2025-01-30 19:23:10.672466,2026-01-19 13:17:29.439075,3,0,0.8333333333333334
H606,2002-10-17,M,Pura Sangre Inglés,1.63,476.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,26,0.64,139.0,Sí,España,Francia,L883,S179,active,1495751,0.72,0.86,True,2025-11-11 07:05:09.133182,Jessica,Rogers,False,0,0.65,19,False,2023-07-01 17:05:47.963140,2025-11-03 17:45:46.303061,3,0,0.8866666666666667
H607,2001-12-30,M,Hannoveriano,1.65,648.0,2.5,50.0,Equilibrado,Salto y Doma,18,0.4,65.0,Sí,Colombia,Qatar,L955,S195,active,1508949,1.34,0.79,False,2025-09-15 02:52:03.737557,Nicole,Martin,True,1,0.81,14,False,2023-06-16 10:00:01.654387,2023-11-03 23:53:43.658996,1,0,0.73
H608,2003-12-25,F,Appaloosa,1.41,531.0,2.3,56.0,Activo / Resistente,Rutas y Western,14,0.65,16.0,Sí,España,Arabia Saudita,L355,S79,active,1501770,1.32,1.0,True,2025-05-16 17:40:48.501374,Shelly,Torres,False,1,0.94,6,False,2023-06-01 03:21:39.555382,2025-12-08 17:42:12.109932,2,0,0.73
H609,2009-06-16,F,Appaloosa,1.51,,2.3,55.0,Activo / Resistente,Rutas y Western,10,0.61,263.0,Sí,Portugal,Argentina,L397,S86,active,1451315,0.84,0.64,True,2026-01-02 01:28:24.451489,Ernest,Washington,True,2,0.68,6,False,2022-12-24 22:24:23.428320,2023-02-15 03:06:24.270681,2,0,0.78
H610,2022-06-30,M,Appaloosa,1.51,504.0,2.3,59.0,Activo / Resistente,Rutas y Western,18,0.37,7.0,Desconocido,México,,L410,S89,active,1546235,1.24,0.36,False,2025-02-16 14:01:50.429658,Aaron,Sawyer,True,0,0.88,9,False,2023-11-09 16:53:21.267379,2025-01-28 23:57:32.716214,3,1,0.8833333333333333
H611,2001-01-03,F,Pura Sangre Inglés,1.63,466.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,15,0.6,201.0,Desconocido,EEUU,Australia,L3,S1,active,1523509,1.6,0.64,True,2025-03-15 08:04:23.504564,Kelly,Chavez,False,2,0.64,24,False,2023-07-26 03:53:02.695182,2025-05-05 08:55:46.826311,1,0,0.98
H612,2009-10-17,M,Akhal-Teke,1.53,445.0,2.3,60.0,Independiente,Resistencia,16,0.52,78.0,No,Perú,Brasil,L220,S46,active,1443983,1.56,0.87,True,2025-09-21 14:48:47.068531,Deborah,Stephens,True,1,0.79,24,False,2022-09-11 11:37:42.495071,2023-01-29 22:17:35.284249,1,0,0.77
H613,2006-02-12,F,Hannoveriano,1.69,621.0,2.5,50.0,Equilibrado,Salto y Doma,17,0.48,392.0,No,Perú,,L170,S36,active,1496664,0.84,0.21,True,2025-04-07 20:10:07.779450,Daniel,Bryant,True,0,0.8,3,False,2022-09-06 20:52:36.887304,2023-11-14 09:50:07.165832,3,2,0.8633333333333333
H614,2008-10-22,F,Pura Raza Española,1.6,521.0,2.4,45.0,Noble / Dócil,Doma y Exhibición,13,0.65,75.0,No,Alemania,Turquía,L694,S144,withdrawn,1456467,1.37,0.6,True,2025-06-22 10:07:33.037706,Scott,Cook,False,0,0.93,15,False,2022-03-19 18:14:49.431459,2023-09-21 23:28:44.839191,2,0,0.935
H615,2011-10-02,M,Pura Sangre Inglés,1.64,494.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,11,0.52,397.0,Sí,,Italia,L824,S168,active,1452005,1.43,0.19,True,2025-04-29 07:11:18.732626,Samantha,Brown,True,0,0.71,8,False,2025-07-15 09:05:07.219568,2025-08-12 00:29:48.354565,3,1,0.8300000000000001
H616,2006-01-09,F,Appaloosa,1.53,495.0,2.3,58.0,Activo / Resistente,Rutas y Western,14,0.6,190.0,Sí,Alemania,España,L481,S102,active,1473876,1.42,0.68,False,2025-11-26 19:28:52.164421,Diamond,Phelps,True,0,0.83,4,False,2024-09-18 02:21:13.051128,2025-06-16 12:45:20.662328,1,0,0.86
H617,2012-09-15,M,Percherón,1.69,856.0,2.8,30.0,Muy calmado,Tiro pesado,12,0.11,150.0,No,Argentina,EEUU,L72,S17,sold,1522739,1.33,0.91,True,2025-05-29 22:13:28.879509,Tina,Vasquez,True,0,0.71,25,False,2022-11-22 10:13:00.280226,2023-03-12 16:22:29.539599,1,0,0.93
H618,1999-09-29,F,Cuarto de Milla,1.56,528.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17,0.24,259.0,Desconocido,,Perú,L171,S36,withdrawn,1507427,0.73,0.24,True,2025-04-08 13:51:52.777076,Daniel,Bryant,True,0,0.8,3,False,2022-09-06 20:52:36.887304,2023-11-14 09:50:07.165832,3,1,0.8766666666666666
H619,2009-11-14,M,Percherón,1.6,963.0,2.8,28.0,Muy calmado,Tiro pesado,12,0.17,149.0,No,,Reino Unido,L916,S189,sold,1422713,1.1,0.08,True,2025-02-21 22:43:14.140264,Kevin,Holder,True,0,0.88,21,False,2024-12-04 08:45:42.236010,2025-12-09 08:44:14.279069,3,0,0.8966666666666666
H620,1998-04-25,M,Appaloosa,1.41,466.0,2.3,60.0,Activo / Resistente,Rutas y Western,14,0.14,139.0,Desconocido,Arabia Saudita,Australia,L785,S162,sold,1518466,1.08,0.71,True,2025-10-13 03:30:32.738910,Katherine,Hernandez,True,0,0.6,7,False,2025-09-27 02:43:24.169475,2025-12-30 19:20:36.415392,2,2,0.8300000000000001
H621,2023-04-10,M,Akhal-Teke,1.6,464.0,2.3,60.0,Independiente,Resistencia,17,0.51,321.0,Sí,Qatar,Alemania,L26,S7,withdrawn,1485564,0.84,0.97,True,2025-10-30 12:13:35.422095,Cassie,Rosario,True,2,0.64,13,False,2024-04-27 15:16:34.086354,2024-10-15 00:50:37.823766,2,0,0.735
H623,2023-09-15,M,Percherón,1.78,857.0,2.8,25.0,Muy calmado,Tiro pesado,10,0.27,222.0,No,Colombia,Alemania,L934,S191,active,1520935,1.13,0.42,True,2025-04-13 03:47:40.056109,Samuel,Adams,True,1,0.92,5,False,2025-01-27 18:50:05.790241,2025-10-04 13:32:00.499067,1,1,0.88
H624,2011-09-07,M,Frisón,1.69,606.0,2.6,45.0,Manso / Dispuesto,Tiro y Cine,11,0.24,360.0,No,Italia,Arabia Saudita,L651,S135,sold,1508859,0.9,0.27,True,2026-02-07 03:26:45.933197,William,Skinner,True,0,0.94,18,True,2025-10-07 10:16:45.723579,2026-01-17 21:42:28.054972,2,0,0.86
H625,2004-05-14,F,Hannoveriano,1.61,640.0,2.5,50.0,Equilibrado,Salto y Doma,19,0.16,252.0,No,Alemania,Colombia,L247,S55,active,1500163,1.57,0.49,True,2025-06-05 10:05:01.600127,Shawn,Cuevas,True,0,0.9,6,False,2025-05-12 18:00:26.084085,2025-10-14 22:14:43.202943,2,0,0.8400000000000001
H626,2009-09-27,F,Akhal-Teke,1.52,441.0,2.3,60.0,Independiente,Resistencia,15,0.6,177.0,No,Arabia Saudita,Italia,L450,S96,active,1496106,0.97,0.45,True,2025-02-21 07:51:40.955060,Gregory,Robinson,True,1,0.66,9,True,2023-11-09 06:02:32.448609,2025-03-30 02:30:43.689223,1,1,0.95
H627,2019-04-17,M,Shetland (Poni),0.95,187.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,15,0.17,38.0,Desconocido,Chile,,L509,S107,sold,1521551,1.67,0.96,True,2025-04-27 01:33:37.091886,Austin,Williams,True,0,0.88,20,False,2025-09-06 03:51:38.617388,2025-12-16 17:51:17.819100,2,0,0.915
